USINA,SUBSISTEMA,CEG,2023,2024,2025,2026,2027,2028,2029,2030,2031,MUST,BUS_2023,BUS_2030
PCH PAIOL,,028670-2,-,-,-,-,-,-,-,-,-,20.0,93429,26904
PCH PALANQUINHO,,029001-7,-,-,-,-,-,-,-,-,-,8.0,-,8743
PCH PALMAS,,,-,-,-,-,-,-,-,-,-,2.75,-,45054
PCH PALMEIRAS,,028800-4,-,-,-,-,-,-,-,-,-,16.0,6599,6238
PCH PAMPEANA,,029376-8,-,-,-,-,-,-,-,-,-,28.0,4416,25705
PCH PARACAMBI,,001959-3,-,-,-,-,-,-,-,-,-,25.0,3999,4278
PCH PARAISO,,035743-0,-,-,-,-,-,-,-,-,-,1.0,-,50239
PCH PARAISO I,,027587-5,-,-,-,-,-,-,-,-,-,21.38,1859,40334
PCH PARANATINGA II,,028832-2,-,-,-,-,-,-,-,-,-,29.02,4690,26409
PCH PARECIS,,028819-5,-,-,-,-,-,-,-,-,-,15.17,4442,4315
PCH PASSO DO MEIO,S,001999-2,6.383,8.903,9.001,8.858,7.272,6.922,7.052,7.235,7.246,29.87,1163,8781
PCH PASSO FERRAZ,,030183-3,-,-,-,-,-,-,-,-,-,1.0,-,50314
PCH PEDRA DO GARRAFAO,,028805-5,-,-,-,-,-,-,-,-,-,19.0,-,35110
PCH PEDRA FURADA,,029666-0,-,-,-,-,-,-,-,-,-,6.5,-,17004
PCH PEDRINHO I,,002028-1,-,-,-,-,-,-,-,-,-,8.1,-,6792
PCH PEQUI,,028838-1,-,-,-,-,-,-,-,-,-,3.0,-,25803
PCH PERY,,002045-1,-,-,-,-,-,-,-,-,-,25.6,2818,6305
PCH PESQUEIRO,,002046-0,-,-,-,-,-,-,-,-,-,6.22,-,6995
PCH PETI,,002047-8,-,-,-,-,-,-,-,-,-,9.85,-,1597
PCH PEZZI,S,028988-4,6.383,8.903,9.001,8.858,7.272,6.922,7.052,7.235,7.246,18.8,1163,8729
PCH PIABANHA,,002051-6,-,-,-,-,-,-,-,-,-,9.0,-,28256
PCH PIARUCUM,,032551-1,-,-,-,-,-,-,-,-,-,10.0,96492,20586
PCH PIAU,,002052-4,-,-,-,-,-,-,-,-,-,18.0,-,1696
PCH PIEDADE,,028807-1,-,-,-,-,-,-,-,-,-,16.0,-,27308
PCH PINHAL,,027228-0,-,-,-,-,-,-,-,-,-,6.78,2103,2214
PCH PIPOCA,,002069-9,-,-,-,-,-,-,-,-,-,12.5,-,26901
PCH PIRA,,034669-1,-,-,-,-,-,-,-,-,-,23.07,2760,50334
PCH PIRAPORA,,029721-6,-,-,-,-,-,-,-,-,-,25.0,90603,55478
PCH PLANALTO,,028737-7,-,-,-,-,-,-,-,-,-,16.83,1871,40323
PCH PLANO ALTO,,028754-7,-,-,-,-,-,-,-,-,-,8.1,-,50324
PCH POCO FUNDO,,030600-2,-,-,-,-,-,-,-,-,-,14.0,-,28750
PCH POCO FUNDO-MG,,002092-3,-,-,-,-,-,-,-,-,-,30.0,-,27903
PCH PONTA GROSSA,,033358-1,-,-,-,-,-,-,-,-,-,0.55,-,44654
PCH PONTE ALTA,,029013-0,-,-,-,-,-,-,-,-,-,6.5,-,40344
PCH PONTE BRANCA,,031107-3,-,-,-,-,-,-,-,-,-,10.2,-,2201
PCH PONTE QUEIMADA I,,028569-2,-,-,-,-,-,-,-,-,-,0.9,-,26943
PCH PONTE SERRADA,,033228-3,-,-,-,-,-,-,-,-,-,4.1,-,50240
PCH PORTO DAS PEDRAS,,028995-7,-,-,-,-,-,-,-,-,-,28.03,1870,40321
PCH PORTO FRANCO - TO,,029059-9,-,-,-,-,-,-,-,-,-,29.71,96483,18525
PCH PRESIDENTE GOULART,,002146-6,-,-,-,-,-,-,-,-,-,12.5,-,18501
PCH PRIMAVERA,,028840-3,-,-,-,-,-,-,-,-,-,26.0,6822,26310
PCH PULO,,034438-9,-,-,-,-,-,-,-,-,-,8.4,-,50229
PCH QUEBRA DENTES,,031035-2,-,-,-,-,-,-,-,-,-,22.36,-,50264
PCH QUEBRADA FUNDA,S,028851-9,-,-,-,-,7.272,6.922,7.052,7.235,7.246,16.0,-,8719
PCH QUEIXADA,,030272-4,-,-,-,-,-,-,-,-,-,30.0,3759,23336
PCH QUELUZ,,029115-3,-,-,-,-,-,-,-,-,-,30.0,97239,2964
PCH RASGAO,,002187-3,-,-,-,-,-,-,-,-,-,22.0,90600,58392
PCH RENIC,,029663-5,-,-,-,-,-,-,-,-,-,15.83,96105,23353
PCH RETIRO,,028738-5,-,-,-,-,-,-,-,-,-,15.6,6598,29990
PCH RETIRO VELHO,,028771-7,-,-,-,-,-,-,-,-,-,18.0,1865,40325
PCH RIACHAO (ANTIGA SANTA EDWIGE,,,-,-,-,-,-,-,-,-,-,13.4,-,1272
PCH RIACHO PRETO - TO,,029058-0,-,-,-,-,-,-,-,-,-,9.3,96484,18527
PCH RINCAO,,031956-2,-,-,-,-,-,-,-,-,-,10.0,-,50246
PCH RINCAO SAO MIGUEL,S,,-,-,-,-,8.028,7.644,7.547,7.689,7.7,9.75,-,50265
PCH RIO BRANCO,SE,,-,-,-,-,5.201,5.194,5.361,5.376,5.384,2.3,-,41970
PCH RIO CLARO (ANTIGA PERDIDOS),,037328-1,-,-,-,-,-,-,-,-,-,28.0,4903,26096
PCH RIO DE PEDRAS,,002345-0,-,-,-,-,-,-,-,-,-,8.6,-,1596
PCH RIO DOS CEDROS,,000737-4,-,-,-,-,-,-,-,-,-,8.9,-,6240
PCH RIO DOS INDIOS,,030057-8,-,-,-,-,-,-,-,-,-,1.0,-,50319
PCH RIO FORTUNA,,029140-4,-,-,-,-,-,-,-,-,-,6.85,2854,50326
PCH RIO VERMELHO,SE,,-,-,-,-,5.201,5.194,5.361,5.376,5.384,1.28,-,41970
PCH ROCA GRANDE,,,-,-,-,-,-,-,-,-,-,0.77,-,4436
PCH RODEIO,,035530-5,-,-,-,-,-,-,-,-,-,9.8,-,50256
PCH RODEIO BONITO,,029159-5,-,-,-,-,-,-,-,-,-,14.5,-,50317
PCH RONCADOR,,029120-0,-,-,-,-,-,-,-,-,-,6.0,-,50234
PCH RONDON,,002547-0,-,-,-,-,-,-,-,-,-,12.77,4444,4315
PCH RONDONOPOLIS,,028848-9,-,-,-,-,-,-,-,-,-,26.21,4603,26337
PCH SACRE II,,028796-2,-,-,-,-,-,-,-,-,-,30.0,4834,25708
PCH SALDANHA,SE,,-,-,-,-,5.201,5.194,5.361,5.376,5.384,2.4,-,41970
PCH SALTO - MT,,028203-0,-,-,-,-,-,-,-,-,-,4.2,-,26945
PCH SALTO 27719,,027719-3,-,-,-,-,-,-,-,-,-,4.21,93486,1679
PCH SALTO 28203,,028203-0,-,-,-,-,-,-,-,-,-,19.0,4802,26428
PCH SALTO BANDEIRANTES,,029686-4,-,-,-,-,-,-,-,-,-,2.1,-,6914
PCH SALTO BURITI,,028671-0,-,-,-,-,-,-,-,-,-,10.0,4996,18516
PCH SALTO CORGAO,,027326-0,-,-,-,-,-,-,-,-,-,27.0,4877,26408
PCH SALTO CURUA,,028672-9,-,-,-,-,-,-,-,-,-,30.0,4999,19586
PCH SALTO DAS FLORES,,028831-4,-,-,-,-,-,-,-,-,-,3.35,-,50320
PCH SALTO DO GUASSUPI,,031049-2,-,-,-,-,-,-,-,-,-,12.2,-,50265
PCH SALTO DO VAU,,002642-5,-,-,-,-,-,-,-,-,-,0.96,-,45064
PCH SALTO GOES,,030338-0,-,-,-,-,-,-,-,-,-,20.0,98051,50312
PCH SALTO NATAL,,027879-3,-,-,-,-,-,-,-,-,-,8.0,-,7210
PCH SALTO TRES DE MAIO,,028653-2,-,-,-,-,-,-,-,-,-,20.0,4991,19582
PCH SALTO WEISS BACH,,002682-4,-,-,-,-,-,-,-,-,-,6.3,-,6205
PCH SAMUEL,,,-,-,-,-,-,-,-,-,-,4.47,-,20501
PCH SAN JUAN,,002688-3,-,-,-,-,-,-,-,-,-,4.87,4148,33159
PCH SANTA ANA,,029778-0,-,-,-,-,-,-,-,-,-,6.3,2870,50304
PCH SANTA BARBARA,,,-,-,-,-,-,-,-,-,-,1.1,-,4436
PCH SANTA CAROLINA,,030723-8,-,-,-,-,-,-,-,-,-,10.5,96911,8733
PCH SANTA CECILIA MG,,,-,-,-,-,-,-,-,-,-,0.42,-,4436
PCH SANTA CECILIA MT,,,-,-,-,-,-,-,-,-,-,1.75,-,25817
PCH SANTA CLARA,,028850-0,-,-,-,-,-,-,-,-,-,3.6,-,45055
PCH SANTA EDWIGES II,,028183-2,-,-,-,-,-,-,-,-,-,13.0,-,1272
PCH SANTA EDWIGES III,,028182-4,-,-,-,-,-,-,-,-,-,11.6,-,1272
PCH SANTA FE,,028752-0,-,-,-,-,-,-,-,-,-,30.0,-,4487
PCH SANTA FE 28752,,028752-0,-,-,-,-,-,-,-,-,-,-,3993,-
PCH SANTA GABRIELA,,028996-5,-,-,-,-,-,-,-,-,-,24.0,4631,26339
PCH SANTA LAURA,,027972-2,-,-,-,-,-,-,-,-,-,7.65,-,50322
PCH SANTA LUCIA II,,028395-9,-,-,-,-,-,-,-,-,-,7.6,-,26372
PCH SANTA LUZIA ALTO,,029652-0,-,-,-,-,-,-,-,-,-,28.5,2442,18751
PCH SANTA LUZIA D´OESTE,,,-,-,-,-,-,-,-,-,-,1.6,-,9518
PCH SANTA ROSA 28844,,028844-6,-,-,-,-,-,-,-,-,-,6.5,2854,50326
PCH SANTA ROSA II,,026732-5,-,-,-,-,-,-,-,-,-,30.0,-,28255
PCH SANTO ANTONIO,,029728-3,-,-,-,-,-,-,-,-,-,7.9,-,28259
PCH SANTO ANTONIO DO CAIAPO,,029119-6,-,-,-,-,-,-,-,-,-,30.0,96104,23338
PCH SANTO TESSARO,,031429-3,-,-,-,-,-,-,-,-,-,1.0,-,50248
PCH SAO BERNARDO,,026798-8,-,-,-,-,-,-,-,-,-,7.4,-,8346
PCH SAO CARLOS,,033762-5,-,-,-,-,-,-,-,-,-,15.18,2760,6399
PCH SAO DOMINGOS,,,-,-,-,-,-,-,-,-,-,12.0,-,1272
PCH SAO DOMINGOS II,,028388-6,-,-,-,-,-,-,-,-,-,24.0,96102,42610
PCH SAO FRANCISCO,,028747-4,-,-,-,-,-,-,-,-,-,14.0,-,45069
PCH SAO GONCALO,,027673-1,-,-,-,-,-,-,-,-,-,13.0,-,26909
PCH SAO JOAO DE CAIANA,,,-,-,-,-,-,-,-,-,-,1.0,-,26942
PCH SAO JOAO II,,035146-6,-,-,-,-,-,-,-,-,-,2.33,-,7147
PCH SAO JOAQUIM,,027985-4,-,-,-,-,-,-,-,-,-,21.0,2903,35097
PCH SAO LOURENCO,,028825-0,-,-,-,-,-,-,-,-,-,29.1,4605,25810
PCH SAO LUIS,S,037258-7,-,8.78,8.87,8.764,8.749,8.433,8.415,8.599,8.611,30.0,-,6730
PCH SAO LUIZ,,035297-7,-,-,-,-,-,-,-,-,-,5.25,-,35017
PCH SAO PAULO,,029067-0,-,-,-,-,-,-,-,-,-,16.0,96909,8726
PCH SAO PEDRO,,028986-8,-,-,-,-,-,-,-,-,-,30.0,2900,35095
PCH SAO SEBASTIAO,,029712-7,-,-,-,-,-,-,-,-,-,1.0,-,50305
PCH SAO SEBASTIAO 2,,,-,-,-,-,-,-,-,-,-,1.0,-,50342
PCH SAO SEBASTIAO DO ALTO,,029727-5,-,-,-,-,-,-,-,-,-,13.0,-,28258
PCH SAO SIMAO,,028171-9,-,-,-,-,-,-,-,-,-,27.0,2905,35099
PCH SAO TADEU,,028806-3,-,-,-,-,-,-,-,-,-,17.89,4638,26314
PCH SAO VALENTIM,S,,-,-,-,-,6.356,6.015,5.928,6.145,6.154,2.58,-,50305
PCH SAPEZAL,,028821-7,-,-,-,-,-,-,-,-,-,15.77,4434,4315
PCH SEDE II,,037300-1,-,-,-,-,-,-,-,-,-,7.0,-,50223
PCH SEGREDO,,028822-5,-,-,-,-,-,-,-,-,-,25.87,4438,4315
PCH SENADOR JONAS PINHEIRO,,028393-2,-,-,-,-,-,-,-,-,-,6.3,-,25806
PCH SENHORA DO PORTO,,028735-0,-,-,-,-,-,-,-,-,-,11.62,93466,27060
PCH SERRA DAS AGULHAS,,031207-0,-,-,-,-,-,-,-,-,-,29.77,93493,27778
PCH SERRA DOS CAVALINHOS I,S,031324-6,6.383,8.903,9.001,8.858,7.272,6.922,7.052,7.235,7.246,24.4,1163,7784
PCH SERRA DOS CAVALINHOS II,S,030337-2,6.383,8.903,9.001,8.858,7.272,6.922,7.052,7.235,7.246,28.7,1163,7783
PCH SETE QUEDAS,,028853-5,-,-,-,-,-,-,-,-,-,22.0,4609,25809
PCH SIMONESIA,,,-,-,-,-,-,-,-,-,-,3.0,-,4436
PCH SINCERIDADE,,002751-0,-,-,-,-,-,-,-,-,-,1.42,-,4436
PCH SITIO GRANDE,,002754-5,-,-,-,-,-,-,-,-,-,27.6,-,18514
PCH SUCUPIRA,,028837-3,-,-,-,-,-,-,-,-,-,2.25,-,25804
PCH SUCUPIRA E EMBAUBA,,,-,-,-,-,-,-,-,-,-,9.0,-,25804
PCH SUMIDOURO,,028616-8,-,-,-,-,-,-,-,-,-,2.1,-,26903
PCH TAGUATINGA,N,,-,-,-,-,10.242,10.238,10.582,10.458,10.473,1.75,-,20623
PCH TAMBORIL 29648,,029648-1,-,-,-,-,-,-,-,-,-,15.8,96106,1237
PCH TAMBORIL 35113,,035113-0,-,-,-,-,-,-,-,-,-,15.8,3729,1226
PCH TELEGRAFICA,,028820-9,-,-,-,-,-,-,-,-,-,29.77,4446,4315
PCH TERRA SANTA,,029367-9,-,-,-,-,-,-,-,-,-,27.4,4424,25703
PCH TIGRE,,029222-2,-,-,-,-,-,-,-,-,-,9.0,-,45055
PCH TIO HUGO,S,037469-5,-,-,-,-,6.947,6.548,6.412,6.554,6.564,9.27,-,8280
PCH TOTAL PRATA,,030093-4,-,-,-,-,-,-,-,-,-,1.4,-,50315
PCH TOTALIZADA CARATINGA,,,-,-,-,-,-,-,-,-,-,1.9,-,26943
PCH TRONQUEIRAS,,002886-0,-,-,-,-,-,-,-,-,-,8.5,-,1656
PCH TULIO CORDEIRO DE MELO,,001047-2,-,-,-,-,-,-,-,-,-,16.5,3323,2119
PCH TUPITINGA,,035764-2,-,-,-,-,-,-,-,-,-,24.0,2733,8744
PCH UNAI BAIXO,,028673-7,-,-,-,-,-,-,-,-,-,26.0,93451,1838
PCH USINA DA PEDRA,,,-,-,-,-,-,-,-,-,-,22.2,-,18521
PCH USINAL DO FUNIL,,,-,-,-,-,-,-,-,-,-,33.33,-,18522
PCH VARGIDO,NE,,-,-,-,-,8.119,8.135,8.432,8.252,8.264,0.3,-,18534
PCH VARGINHA,,027729-0,-,-,-,-,-,-,-,-,-,9.0,-,26907
PCH VARZEA ALEGRE,,027572-7,-,-,-,-,-,-,-,-,-,7.0,-,26908
PCH VERDE 02,,031768-3,-,-,-,-,-,-,-,-,-,6.43,-,23386
PCH VERDE 4,,029260-0,-,-,-,-,-,-,-,-,-,18.55,1144,40327
PCH VERDE 4A,,029261-3,-,-,-,-,-,-,-,-,-,27.44,1144,40329
PCH VERDE 8,,030973-0,-,-,-,-,-,-,-,-,-,30.0,7072,23304
PCH VICTOR BAPTISTA ADAMI,,029072-6,-,-,-,-,-,-,-,-,-,25.0,2443,6794
PCH VILA GALUPO,,037822-4,-,-,-,-,-,-,-,-,-,5.67,-,6815
PCH WILLY FALLER,,030845-5,-,-,-,-,-,-,-,-,-,1.0,-,50235
PCH XICAO,,003059-7,-,-,-,-,-,-,-,-,-,0.96,-,1859
PCH YPE,,031327-0,-,-,-,-,-,-,-,-,-,30.0,7073,23365
PCH ZE TUNIN,,030597-9,-,-,-,-,-,-,-,-,-,8.1,96500,2173
UFV AC III,SE,037403-2,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60133
UFV AC IV,SE,037404-0,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60134
UFV AC IX,SE,037550-0,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,29.15,3389,60139
UFV AC V,SE,037390-7,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60135
UFV AC VI,SE,037405-9,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60136
UFV AC VII,SE,037548-9,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60137
UFV AC VIII,SE,037549-7,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60138
UFV AC X,SE,037551-9,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60140
UFV AC XIX,SE,037630-2,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60149
UFV AC XV,SE,037626-4,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,48.58,3389,60145
UFV AC XVI,SE,037627-2,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60146
UFV AC XVII,SE,037628-0,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,48.58,3389,60147
UFV AC XVIII,SE,037629-9,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60148
UFV AC XX,SE,037631-0,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60150
UFV AC XXI,SE,037632-9,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60151
UFV AC XXII,SE,037633-7,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60152
UFV AC XXIII,SE,037634-5,13.199,14.193,13.98,14.429,14.533,14.633,15.171,14.549,14.57,38.86,3389,60153
UFV AGUA VERMELHA IV,,034206-8,-,-,-,-,-,-,-,-,-,15.0,7628,50328
UFV AGUA VERMELHA V,,034207-6,-,-,-,-,-,-,-,-,-,30.0,7628,50328
UFV AGUA VERMELHA VI,,034208-4,-,-,-,-,-,-,-,-,-,30.0,7628,50328
UFV AGUA VERMELHA VII,,046922-0,-,-,-,-,-,-,-,-,-,32.21,-,33117
UFV ALESSANDRA 1,SE,049957-9,-,12.994,12.777,13.212,13.173,13.281,13.791,13.237,13.257,45.0,-,1708
UFV ALESSANDRA 2,SE,049958-7,-,12.994,12.777,13.212,13.173,13.281,13.791,13.237,13.257,42.0,-,1708
UFV ALESSANDRA 3,SE,049959-5,-,12.994,12.777,13.212,13.173,13.281,13.791,13.237,13.257,48.0,-,1708
UFV ALESSANDRA 4,SE,049728-2,-,12.994,12.777,13.212,13.173,13.281,13.791,13.237,13.257,48.0,-,1708
UFV ALEX I,NE,035699-9,10.794,9.892,10.078,10.306,11.313,11.378,11.771,11.643,11.66,30.35,8163,56085
UFV ALEX III,NE,035883-5,10.794,9.892,10.078,10.306,11.313,11.378,11.771,11.643,11.66,30.35,8163,56086
UFV ALEX IV,NE,035884-3,10.794,9.892,10.078,10.306,11.313,11.378,11.771,11.643,11.66,30.35,8163,56087
UFV ALEX IX,NE,035863-0,10.794,9.892,10.078,10.306,11.313,11.378,11.771,11.643,11.66,30.35,8163,56092
UFV ALEX V,NE,035859-2,10.794,9.892,10.078,10.306,11.313,11.378,11.771,11.643,11.66,30.35,8163,56088
UFV ALEX VI,NE,035860-6,10.794,9.892,10.078,10.306,11.313,11.378,11.771,11.643,11.66,30.35,8163,56089
UFV ALEX VII,NE,035861-4,10.794,9.892,10.078,10.306,11.313,11.378,11.771,11.643,11.66,30.35,8163,56090
UFV ALEX VIII,NE,035862-2,10.794,9.892,10.078,10.306,11.313,11.378,11.771,11.643,11.66,30.35,8163,56091
UFV ALEX X,NE,035864-9,10.794,9.892,10.078,10.306,11.313,11.378,11.771,11.643,11.66,30.35,8163,56093
UFV ALTITUDE 1,NE,046515-1,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 10,NE,046534-8,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 11,NE,046535-6,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 12,NE,046536-4,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 13,NE,046537-2,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 14,NE,046538-0,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 15,NE,046539-9,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 2,NE,046516-0,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 3,NE,046517-8,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 4,NE,046518-6,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 5,NE,046519-4,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 6,NE,046520-8,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 7,NE,046521-6,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 8,NE,046522-4,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ALTITUDE 9,NE,046533-0,-,10.638,10.548,10.83,11.337,11.375,11.769,11.623,11.64,42.72,-,12318
UFV ANGICO 1,,034085-5,-,-,-,-,-,-,-,-,-,27.2,-,58259
UFV APODI I,NE,033917-2,10.628,9.739,9.935,10.162,11.259,11.288,11.737,11.618,11.635,33.0,5337,58183
UFV APODI II,NE,033918-0,10.628,9.739,9.935,10.162,10.916,10.97,11.35,11.224,11.24,33.0,5337,56294
UFV APODI III,NE,033919-9,10.628,9.739,9.935,10.162,10.916,10.97,11.35,11.224,11.24,33.0,5337,56295
UFV APODI IV,NE,033920-2,10.628,9.739,9.935,10.162,10.916,10.97,11.35,11.224,11.24,33.0,5337,56296
UFV ARAPUA 1,NE,0051015-7,-,-,9.767,9.993,10.851,10.898,11.284,11.158,11.175,48.94,-,56101
UFV ARAPUA 2,NE,0051016-5,-,-,9.767,9.993,10.851,10.898,11.284,11.158,11.175,48.94,-,56101
UFV ARAPUA 3,NE,0051017-3,-,-,9.767,9.993,10.851,10.898,11.284,11.158,11.175,48.94,-,56101
UFV ARAPUA 4,NE,0051018-1,-,-,9.767,9.993,10.851,10.898,11.284,11.158,11.175,48.94,-,56101
UFV ARAXA 1,,040851-4,-,-,-,-,-,-,-,-,-,44.22,93520,60165
UFV ARAXA 2,,040852-2,-,-,-,-,-,-,-,-,-,44.22,93520,60166
UFV ARINOS 1,SE,1047297-2,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 10,SE,1047306-5,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 11,SE,1047307-3,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 12,SE,1047308-1,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 13,SE,1047309-0,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 14,SE,1047310-3,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 15,SE,1047311-1,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 16,SE,1047312-0,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 17,SE,1047313-8,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 18,SE,1047314-6,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 19,SE,1047315-4,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 2,SE,1047298-0,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 20,SE,1047316-2,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 21,SE,050840-3,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,-,39813
UFV ARINOS 22,SE,050841-1,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,-,39813
UFV ARINOS 23,SE,050842-0,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,-,39813
UFV ARINOS 24,SE,8050843-8,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,41.24,-,39813
UFV ARINOS 3,SE,1047299-9,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 32,SE,9051753-4,-,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,-,39813
UFV ARINOS 4,SE,1047300-6,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 5,SE,1047301-4,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 6,SE,1047302-2,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 7,SE,1047303-0,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 8,SE,1047304-9,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV ARINOS 9,SE,1047305-7,10.651,11.284,11.124,11.653,11.612,11.666,12.089,11.752,11.769,48.12,4349,39813
UFV AROEIRA 1,SE,049962-5,-,12.994,12.777,13.212,13.173,13.281,13.791,13.237,13.257,51.0,-,1708
UFV ASSU I,NE,034180-0,-,9.952,10.154,10.382,11.247,11.312,11.738,11.617,11.634,30.0,-,56474
UFV ASSU II,NE,034181-9,-,9.952,10.154,10.382,11.247,11.312,11.738,11.617,11.634,30.0,-,56474
UFV ASSU III,NE,034182-7,-,9.952,10.154,10.382,11.247,11.312,11.738,11.617,11.634,30.0,-,56474
UFV ASSU IV,NE,034183-5,-,9.952,10.154,10.382,11.247,11.312,11.738,11.617,11.634,30.0,-,56474
UFV ASSU SOL I,NE,046923-8,-,9.883,9.981,10.21,11.438,11.511,11.896,11.777,11.795,39.55,-,433
UFV ASSU SOL II,NE,8046924-6,-,9.883,9.981,10.21,11.438,11.511,11.896,11.777,11.795,39.55,-,433
UFV ASSU SOL III,NE,8046925-4,-,9.883,9.981,10.21,11.438,11.511,11.896,11.777,11.795,39.55,-,433
UFV ASSU SOL IV,NE,046926-2,-,9.883,9.981,10.21,11.438,11.511,11.896,11.777,11.795,39.55,-,433
UFV ASSU SOL IX,NE,0047381-2,-,9.883,9.981,10.21,11.438,11.511,11.896,11.777,11.795,48.75,-,433
UFV ASSU SOL V,NE,6046927-0,-,9.883,9.981,10.21,11.438,11.511,11.896,11.777,11.795,39.55,-,433
